182,91
182,91
287,120
270,91
270,91
250,91
250,91
220,100
220,100
174,160
430,170
430,170
280,100
280,100
88,41.2
88,41.2
52,46
52,46
52,46
94,34
94,34
88,41.2
88,41.2
52,46
52,46
52,46
94,34
94,34
246.5,101
246.5,101
214,110
260,110
260,110
250,110
250,157
98.6,40.4
73.86,44.12
70,44
78,41
79,44
99,43
37,39
98.6,40.4
73.86,44.12
70,44
33,12
79,44
99,43
37,39
34,12
34,12
34,12
34,12
34,12
34,12
34,12
230,90
230,90
94.9,35.4
112,32
94.9,35.4
150,32
100,13
52,13.6
25.61,8.95
31,5.8
31,5.8
31,11
54,9
25,13.6
52,8.95
25.61,5.8
31,12
33,5.8
31,11
54,9
25,100.6
307.5,100.6
307.5,127
302,127
302,127
302,94
250,94
250,44.3
104.4,44.3
104.4,48
91,48
91,48
91,38
100,38
100,44.3
104.4,44.3
104.4,12
33,12
33,12
33,12
33,12
33,177
427,177
427,177
427,177
427,177
427,177
427,177
427,32
101,32
101,67
129,67
129,67
129,67
129,67
129,32
101,32
101,67
129,67
129,67
129,67
129,67
129,116
384,116
384,97
380,97
380,97
380,20
156,20
156,97
380,97
380,160
494,97
380,50
950,20
156,20
156,37
115,37
115,160
494,37
115,32
119,37
115,32
119,37
115,37
115,32
119,37
115,32
119,37
115,32
119,37
115,37
115,37
115,37
115,37
115,37
115,37
115,136
415,136
415,136
440,136
415,136
415,136
415,136
415,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,37
115,405
1485,405
1485,550
1160,405
1485,466
1160,466
1160,466
1160,266
366,266
366,266
366,266
366,266
366,266
366,266
366,48
200,48
200,50
220,50
680,117
680,117
200,178
200,178
460,48
460,80
450,65
1340,65
1340,65
220,65
218,65
270,65
270,44
120,16.2
270,16.2
270,25
270,25
250,25
66.5,22
66.5,22
81,16.2
81,16.2
81,25
92,25
92,25
66.5,22
66.5,22
81,89
81,89
81,155
92,155
92,155
360,155
360,89
458,20
458,20
458,20
458,20
360,20
80,20
80,20
80,34
80,34
80,34
80,34
80,34
81,34
81,34
65,34
81,34
65,34
81,34
65,34
81,34
81,34
65,34
81,18
65,18
81,47
65,47
81,47
81,47
81,4
81,4
81,2
81,2
81,2
90,2
90,2
130,103
120,103
285,150
285,150
7,150
7,150
7,150
7,170
3,170
3,170
220,170
220,170
370,170
370,170
370,134
370,134
370,131
430,131
430,131
430,131
430,131
430,117
430,130
430,130
410,130
410,130
370,110
268,110
268,134
268,235
268,121
400,121
400,121
400,121
400,121
400,34
370,50.4
370,20
410,32
566,35.4
382,13
382,13
382,90
382,38
382,31
130,28
192,31
92,32
112,35
94.9,16
110,10
100,5.8
230,10
166,5.8
150,11
150,10
135,10
150,9
150,10
28,9
44,11
43,90
44,34
31,34
54,23
20,23
44,23
44,23
43,90
44,20
56,20
54,20
20,20
130,20
130,20
104,20
104,26
104,26
240,26
100,26
8,26
8,51
8,51
8,56
8,56
8,50
8,50
204,92
204,92
170,114
170,114
170,91
200,91
200,92
290,92.6
290,132.6
297,132.6
297,129
297,129
500,129
500,129
500,129
500,300
510,300
510,300
410,300
438,300
540,300
540,300
355,8
355,8
355,8
355,8
355,8
900,8
900,8
900,150
900,150
900,150
900,150
900,150
60,150
60,150
60,21
60,21
60,14
60,14
60,20
370,20
370,103
370,103
370,120
370,103
370,120
370,120
150,103
150,91
126,91
168,124
150,124
156,124
379,80
379,124
340,127
379,127
340,124
340,124
379,124
280,120
280,103
337,144
337,144
337,120
250,29
250,29
390,29
390,29
337,29
337,29
337,29
340,144
379,144
431,91
431,91
168,91
168,140
168,140
156,21
156,21
200,30
200,30
200,30
200,32
200,32
200,3
200,3
431,3
431,3
510,3
510,3
510,3
262,3
262,3
150,3
150,13
170,31
112,31
112,31
170,31
100,31
45.8,31
45,130
51,109
33.6,109
33.6,109
51,109
30,109
105,109
105,4
119,4
78.4,4
78.4,4
119,4
70,4
94,4
135,475
135,475
135,550
135,480
135,480
135,520
447,466
407,293
407,293
407,255
407,290
407,256
407,270
16,280
16,51
16,51
16,51
16,51
16,51
16,51
1340,51
1340,19.7
1160,20
1340,97
1340,20
1160,24
1160,19
1060,34
1060,34
827,34
1060,34
892,34
950,38.1
900,47
240,60
240,47
240,45
240,43
240,46
240,46
240,46
138,48
129,40.4
129,73.9
110,55
111,55
144,55
144,55
144,55
144,51.6
144,75
151.3,54
210,54
210,54
210,57
216,57
171,43
190,43
171,23.7
171,54
190,23.7
250,30
296,102
291,36
291,36
291,36
248,36
248,36
246.4,36
530,36
192,51
192,32.2
192,33
274,32.2
274,33
179,26
179,67.1
192,24.5
174,77
192,77
160,77
284,61
201,61
201,41.9
201,41.9
201,70
201,36
201,70
201,57
171.8,57
110,10
208,10
110,10
208,10
165,10
278.7,56
157.2,56
292,56
292,56
292,56
241,29
241,27
310.4,29
310.4,35
239,35
215,46.7
239,29
208,27
208,29
36,25
36,25
36,112.6
36,25
36,48
162,25
162,25
162,25
162,78
162,109
152,109
146,100
152,100
141,95.5
141,95.5
211.8,109
152,109
162,109
152,109
120,95.5
120,116.7
268.4,95
161,35
188,35
161,35
160,90
160,90
505,25
319,35
511,25
511,70
500,70
500,28.9
476,28.9
476,29
511,16
511,29
511,23
511,25
476,74.1
366.8,74.1
320,96
195,169
195,96
195,59
520,37
520,15
161,9
195,9
161,12
250,12
250,13.8
204,37.1
204,24
161,24
160,24
161,22
140,16
222,20
350,20
350,20
300,20
751,20
300,20
250,25
385,13.2
99,18
98,16
98,16
94,16
94,16
106.8,33
140.6,29
132,29
132,21
132,23
178,21
96,28
150,13
150,25
150,24
150,25
150,10
150,10
250,17
94.1,17
137,17
169,17
169,17
169,17
116,17
200,15
190,46
190,33
190,33
130,21
139,5
190,21
300,19
161,31
120,14
161,14
120,14
120,19
170,31
170,31
170,31
170,31
170,31
170,31
170,31
140,31
189,42
179,42
85,42
85,42
50,42
42,14
50,21
49,14
40,21
53,31
53,31
53,14
49,14
40,14
53,14
53,31
53,31
53,31
53,31
53,31
53,31
164,31
219,31
219,31
219,7
219,7
53,7
50,7
53,7
50,43
40,53
40,3
53,3
53,3
53,3
53,3
40,8
40,18
53,3
53,3
53,3
53,3
53,3
53,8
53,18
379,35
260,35
164,35
113.7,35
78,35
49.2,35
1,35
1,16.2
1,16.2
1,21.7
1,5
23,21.7
50,18
262,20
262,16.2
262,16.2
262,5
262,5
262,5
262,18
65.9,20
65.9,5
112,5
46,5
112,5
86,5
112,5
65.9,5
65.9,62
46,62
46,1
46,1
86,1
112,1
46,1
46,1
46,1
46,1
46,1
46,1
46,21
422.2,21
304,44
78,71
91,44
2,44
2,44
2,9.7
2,8
2,17.5
2,30
2,17.5
2,15
2,15
2,9.7
150,8
150,17.5
166,30
335,17.5
166,15
166,15
166,14
68.7,14
58,14
104,14
134,14
104,11
56,11
56,18.8
68.7,11
58,18.8
104,11
134,18.8
104,13
56,13
56,13
155,13
155,13
155,13
155,13
155,13
123,13
123,13
184,13
123,13
184,13
123,13
184,12
131,12
131,12
131,12
131,12
131,12
131,12
131,4.6
140,4.6
140,4.6
140,4.6
140,4.6
140,4.6
140,4.6
140,4.6
30,4.6
30,4.6
30,4.6
30,4.6
30,4.6
5,4.6
5,14
11.5,14
11.5,14
11.5,14
11.5,14
11.5,14
11.5,14
11.5,14
11.5,14
11.5,20
11.5,14
11.5,20
11.5,24
11.5,24
11.5,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,18.6
114,9
158,18.6
114,9
219,18.6
219,9
103,9
103,9
103,9
103,9
103,22
103,22
103,13.6
103,13.6
103,9
252,9
103,9
252,13
103,13
252,13
107,13
107,12
107,13
107,12
107,15
178,15
178,130
105.1,130
105.1,130
107,130
107,130
107,130
92,130
92,61
112,61
112,61
90,61
112,61
90,61
106,61
106,7
368,7
368,7
368,7
368,7
368,8
368,8
368,7
374,7
374,7
374,14
374,13
374,13
374,8
374,8
79,8
79,8
79,8
79,8
79,8
71,8
71,8
79,14
79,8
360,14
79,11
120,11
109,8
109,8
104,8
104,12
104,12
104,8
104,8
104,11.9
104,8
104,11.9
104,8
100,11.9
104,12
100,12
95,14
95,12
71,14
71,12
94,12
71,9.5
94,15.5
70,15
70,78
71,15
71,12
90.1,25
71,54
90.1,54
71,54
90.1,54
113,54
113,54
92,54
113,195
92,195
113,195
113,195
141,195
155,195
322,195
155,14.9
93,16
223,8
275,16
275,19
275,19
275,124
275,45
275,38
275,23
256,21.9
256,78
256,78
256,78
256,23
256,64
256,45.3
116,44
146,44
99,44
146,56
121,49
121,31
230,31
670,31
190,31
240,31
187,14
170,14
322,29.3
322,22
322,45
170,80
300,45
145.6,16
174,26
174,9
174,9
235,11
210,9
168,11
168,20
168,8
168,7
168,7
124,14
124,7
241.6,14
123,7
160,14
349,25
190,25
120,31.2
379,25
108,31.2
108,25
135,8
108,9.6
135,9.6
160,9.6
83,9.6
84,9.6
84,9.6
109,9.6
84,13
109,13
84,22.6
109,13
190,22.6
190,9
261,9
190,7.9
261,7.9
190,14
83,10
104,14
104,14
104,11
104,20.5
104,13
104,12
104,13
98,9
98,9
131,10
98,10
131,10
65,10
65,9
171.6,9
171.6,9
100,8
169,9.6
100,17
140,9.6
95,9
157,11
179,7
131,7
179,14.4
96,7
96,14.4
110,14
110,14
110,27
110,27
96,27
96,20
196.1,48
109,28.4
104,13
192,52
104,13
93,22
112,8
89,4.1
89,12
111,6
89,12
111,11
110,17
110,31.2
179,104
179,31.2
179,33
161,33
158,9
187,9
185,9
446,9
185,6
466,48
130,18
84,18
103,18
83,18
123,18
98,18
130,18
100,18.8
100,35
177,57
177,35
92,37
92,30
92,15.6
92,15.6
70,24
158,24
125,24
125,24
125,15.6
125,12
125,32
125,12
125,32
175,12
358,26
389,10.5
358,26
151,10.5
258,24
112,29
112,22
193,20
193,22
193,20
193,19
112,17
123,34
260,34
123,32.1
260,34
123,32.1
